Date,Action,Price,Balance
2025-03-12 16:59:00,TAKE-PROFIT,82403.36,9082.356508212659
2025-03-12 17:00:00,BUY,82017.79,8077.356508212659
2025-03-12 17:01:00,TAKE-PROFIT,82578.94,9079.1641075152
2025-03-12 17:02:00,BUY,82154.76,8074.1641075152
2025-03-12 17:03:00,TAKE-PROFIT,82572.08,9074.218390431979
2025-03-12 17:04:00,BUY,82156.95,8069.218390431979
2025-03-12 17:05:00,TAKE-PROFIT,82693.16,9070.712411327351
2025-03-12 17:06:00,BUY,82234.49,8065.712411327351
2025-03-12 17:07:00,TAKE-PROFIT,82782.84,9067.34719741285
2025-03-12 17:08:00,BUY,82306.32,8062.34719741285
2025-03-12 17:09:00,TAKE-PROFIT,82763.22,9062.870655392748
2025-03-12 17:56:00,BUY,81839.63,8057.870655392748
2025-03-12 17:57:00,TAKE-PROFIT,82155.28,9056.708304096683
2025-03-12 18:00:00,BUY,81916.77,8051.708304096683
2025-03-12 18:01:00,TAKE-PROFIT,82456.92,9053.26922257528
2025-03-12 18:02:00,BUY,82008.72,8048.26922257528
2025-03-12 18:03:00,TAKE-PROFIT,82492.1,9049.13400256453
2025-03-12 18:04:00,BUY,81952.12,8044.1340025645295
2025-03-12 18:05:00,TAKE-PROFIT,82533.25,9046.189638831169
2025-03-12 18:06:00,BUY,81907.6,8041.189638831169
2025-03-12 18:07:00,TAKE-PROFIT,82548.66,9043.977129857643
2025-03-12 18:08:00,BUY,81952.17,8038.977129857643
2025-03-12 18:09:00,TAKE-PROFIT,82475.42,9040.330027529542
2025-03-12 18:10:00,BUY,82216.99,8035.330027529542
2025-03-12 18:11:00,TAKE-PROFIT,82565.0,9034.541686822835
2025-03-12 19:01:00,BUY,82517.16,8029.541686822835
2025-03-12 19:02:00,TAKE-PROFIT,82762.17,9027.49604140799
2025-03-12 19:05:00,BUY,82589.94,8022.496041407991
2025-03-12 19:06:00,TAKE-PROFIT,83012.65,9022.588628350177
2025-03-12 19:40:00,BUY,82585.04,8017.588628350177
2025-03-12 19:41:00,TAKE-PROFIT,83072.45,9018.461035144433
2025-03-12 19:42:00,BUY,82576.7,8013.4610351444335
2025-03-12 19:43:00,TAKE-PROFIT,83074.75,9014.462240690307
2025-03-12 19:44:00,BUY,82668.98,8009.462240690307
2025-03-12 19:45:00,TAKE-PROFIT,82915.93,9007.434519409604
2025-03-12 21:54:00,BUY,82882.99,8002.434519409604
2025-03-12 21:55:00,TAKE-PROFIT,83286.15,9002.27440513284
2025-03-13 01:37:00,BUY,83752.31,7997.274405132839
2025-03-13 01:38:00,TAKE-PROFIT,84097.06,8996.37012798514
2025-03-13 01:39:00,BUY,83711.58,7991.370127985139
2025-03-13 01:40:00,TAKE-PROFIT,84109.19,8991.096140204716
2025-03-13 03:08:00,BUY,83786.16,7986.096140204716
2025-03-13 03:09:00,TAKE-PROFIT,84150.0,8985.416911081433
2025-03-13 08:40:00,BUY,82461.07,7980.416911081433
2025-03-13 08:41:00,TAKE-PROFIT,82849.98,8980.109615772264
2025-03-13 08:42:00,BUY,82565.98,7975.109615772264
2025-03-13 08:43:00,TAKE-PROFIT,83033.2,8975.740069138166
2025-03-13 08:48:00,BUY,82810.04,7970.740069138166
2025-03-13 08:49:00,TAKE-PROFIT,83126.7,8969.544881936228
2025-03-13 09:07:00,BUY,83074.27,7964.544881936228
2025-03-13 09:08:00,TAKE-PROFIT,83349.19,8962.83766320292
2025-03-13 12:07:00,BUY,82784.19,7957.837663202919
2025-03-13 12:08:00,TAKE-PROFIT,83147.98,8957.210129129082
2025-03-13 12:09:00,BUY,82803.66,7952.210129129082
2025-03-13 12:10:00,TAKE-PROFIT,83196.7,8951.933045966332
2025-03-13 12:11:00,BUY,82775.23,7946.933045966332
2025-03-13 12:12:00,TAKE-PROFIT,83301.88,8948.263644504083
2025-03-13 12:13:00,BUY,82860.06,7943.263644504083
2025-03-13 12:14:00,TAKE-PROFIT,83325.81,8943.856462684518
2025-03-13 12:15:00,BUY,82929.11,7938.856462684518
2025-03-13 12:16:00,TAKE-PROFIT,83178.08,8936.843654395607
2025-03-13 13:12:00,BUY,82607.76,7931.843654395607
2025-03-13 13:13:00,TAKE-PROFIT,82923.98,8930.652484219827
2025-03-13 13:15:00,BUY,82565.66,7925.652484219827
2025-03-13 13:16:00,TAKE-PROFIT,82789.36,8923.348296255968
2025-03-13 13:17:00,BUY,82661.27,7918.348296255968
2025-03-13 13:18:00,TAKE-PROFIT,82811.52,8915.156866944515
2025-03-13 14:01:00,BUY,81660.02,7910.156866944515
2025-03-13 14:02:00,TAKE-PROFIT,82202.64,8911.768509949256
2025-03-13 14:03:00,BUY,81949.83,7906.7685099492555
2025-03-13 14:04:00,TAKE-PROFIT,82334.18,8906.43512426682
2025-03-13 14:05:00,BUY,82066.41,7901.43512426682
2025-03-13 14:06:00,TAKE-PROFIT,82289.46,8899.139455429839
2025-03-13 14:10:00,BUY,81896.98,7894.139455429839
2025-03-13 14:11:00,TAKE-PROFIT,82252.02,8893.452982009207
2025-03-13 17:49:00,BUY,80010.5,7888.452982009207
2025-03-13 17:50:00,TAKE-PROFIT,80351.02,8887.687643709858
2025-03-13 17:51:00,BUY,80113.38,7882.687643709858
2025-03-13 17:52:00,TAKE-PROFIT,80420.43,8881.50117335996
2025-03-13 17:53:00,BUY,80170.82,7876.50117335996
2025-03-13 17:54:00,TAKE-PROFIT,80528.05,8875.934754680446
2025-03-13 17:55:00,BUY,80087.6,7870.934754680446
2025-03-13 17:56:00,TAKE-PROFIT,80509.43,8871.175526660129
2025-03-13 17:57:00,BUY,80020.17,7866.1755266601285
2025-03-13 17:58:00,TAKE-PROFIT,80603.77,8868.4322220658
2025-03-13 17:59:00,BUY,80064.0,7863.4322220658
2025-03-13 18:00:00,TAKE-PROFIT,80730.3,8866.712703930309
2025-03-13 18:01:00,BUY,80206.48,7861.712703930309
2025-03-13 18:02:00,TAKE-PROFIT,80591.87,8861.493652427238
2025-03-13 18:09:00,BUY,80445.7,7856.493652427238
2025-03-13 18:10:00,TAKE-PROFIT,80842.42,8856.400520041045
2025-03-13 21:33:00,BUY,80492.0,7851.400520041045
2025-03-13 21:34:00,TAKE-PROFIT,80865.59,8851.018644202451
2025-03-14 00:37:00,BUY,81285.39,7846.0186442024515
2025-03-14 00:38:00,TAKE-PROFIT,81679.5,8845.842874608432
2025-03-14 00:39:00,BUY,81329.19,7840.842874608432
2025-03-14 00:40:00,TAKE-PROFIT,81595.35,8839.0991372123
2025-03-14 01:20:00,BUY,81297.27,7834.099137212301
2025-03-14 01:21:00,TAKE-PROFIT,81675.03,8833.7225544562
2025-03-14 01:24:00,BUY,81363.41,7828.722554456201
2025-03-14 01:25:00,TAKE-PROFIT,81630.52,8826.989065164147
2025-03-14 01:28:00,BUY,81412.74,7821.989065164147
2025-03-14 01:29:00,TAKE-PROFIT,81783.01,8821.514384542908
2025-03-14 01:31:00,BUY,81499.99,7816.514384542908
2025-03-14 01:32:00,TAKE-PROFIT,81791.7,8815.075752464549
2025-03-14 02:45:00,BUY,81886.02,7810.075752464549
2025-03-14 02:46:00,TAKE-PROFIT,82156.12,8808.357747364289
2025-03-14 07:31:00,BUY,82056.2,7803.357747364289
2025-03-14 07:32:00,TAKE-PROFIT,82376.16,8802.237529757333
2025-03-14 10:32:00,BUY,82884.88,7797.237529757333
2025-03-14 10:33:00,TAKE-PROFIT,83231.58,8796.399525286553
2025-03-14 13:19:00,BUY,83390.0,7791.399525286553
2025-03-14 13:20:00,TAKE-PROFIT,83685.95,8789.93076704216
2025-03-14 13:22:00,BUY,83398.37,7784.93076704216
2025-03-14 13:23:00,TAKE-PROFIT,83758.3,8784.224979866704
2025-03-14 13:40:00,BUY,83504.9,7779.2249798667035
2025-03-14 13:41:00,TAKE-PROFIT,83790.92,8777.633042148078
2025-03-14 13:42:00,BUY,83166.66,7772.633042148078
2025-03-14 13:43:00,TAKE-PROFIT,83603.5,8772.859364811511
2025-03-14 14:26:00,BUY,82855.14,7767.859364811511
2025-03-14 14:27:00,TAKE-PROFIT,83200.17,8767.002799364878
2025-03-14 14:35:00,BUY,82836.06,7762.002799364878
2025-03-14 14:36:00,TAKE-PROFIT,83219.14,8761.604232605427
2025-03-14 14:45:00,BUY,83144.75,7756.604232605427
2025-03-14 14:46:00,TAKE-PROFIT,83609.44,8757.165215710193
2025-03-14 14:47:00,BUY,83075.19,7752.165215710193
2025-03-14 14:48:00,TAKE-PROFIT,83858.68,8756.549155127002
2025-03-14 14:49:00,BUY,83169.97,7751.549155127002
2025-03-14 14:50:00,TAKE-PROFIT,83991.65,8756.379284920244
2025-03-14 14:51:00,BUY,83290.75,7751.379284920244
2025-03-14 14:52:00,TAKE-PROFIT,84235.97,8757.670981777337
2025-03-14 14:53:00,BUY,83339.84,7752.670981777337
2025-03-14 14:54:00,TAKE-PROFIT,84391.27,8760.224075831753
2025-03-14 14:55:00,BUY,83260.92,7755.224075831753
2025-03-14 14:56:00,TAKE-PROFIT,84163.11,8761.005593139032
2025-03-14 14:57:00,BUY,83403.36,7756.0055931390325
2025-03-14 14:58:00,TAKE-PROFIT,84330.54,8762.066827362689
2025-03-14 14:59:00,BUY,83524.8,7757.066827362689
2025-03-14 15:00:00,TAKE-PROFIT,84258.24,8760.80402637424
2025-03-14 15:01:00,BUY,83725.96,7755.8040263742405
2025-03-14 15:02:00,TAKE-PROFIT,84462.72,8759.559688297973
2025-03-14 15:03:00,BUY,84109.99,7754.5596882979735
2025-03-14 15:04:00,TAKE-PROFIT,84751.93,8757.153676836077
2025-03-14 15:05:00,BUY,84095.37,7752.153676836077
2025-03-14 15:06:00,TAKE-PROFIT,84814.51,8755.662400919222
2025-03-14 15:07:00,BUY,84214.57,7750.662400919222
2025-03-14 15:08:00,TAKE-PROFIT,84854.75,8753.226164529247
2025-03-14 15:09:00,BUY,84117.73,7748.226164529247
2025-03-14 15:10:00,TAKE-PROFIT,84783.49,8751.101212988116
2025-03-14 15:11:00,BUY,84400.01,7746.1012129881165
2025-03-14 15:12:00,TAKE-PROFIT,84855.32,8746.468907257347
2025-03-14 15:13:00,BUY,84223.2,7741.468907257347
2025-03-14 15:14:00,TAKE-PROFIT,84834.03,8743.685159430146
2025-03-14 15:15:00,BUY,84285.23,7738.685159430146
2025-03-14 15:16:00,TAKE-PROFIT,84982.89,8741.921142175877
2025-03-14 16:39:00,BUY,84264.85,7736.921142175877
2025-03-14 16:40:00,TAKE-PROFIT,84776.62,8737.964126290843
2025-03-14 16:41:00,BUY,84308.07,7732.964126290843
2025-03-14 16:42:00,TAKE-PROFIT,84788.68,8733.636263608183
2025-03-14 16:48:00,BUY,84386.56,7728.636263608183
2025-03-14 16:49:00,TAKE-PROFIT,84644.07,8726.67255813186
2025-03-14 17:52:00,BUY,84212.96,7721.672558131861
2025-03-14 17:53:00,TAKE-PROFIT,84500.02,8720.064253424367
2025-03-14 20:23:00,BUY,83723.66,7715.064253424367
2025-03-14 20:24:00,TAKE-PROFIT,84292.77,8716.827747160785
